Location,Fighter 1,Fighter 2,Fighter_1_KD,Fighter_2_KD,Fighter_1_STR,Fighter_2_STR,Fighter_1_TD,Fighter_2_TD,Fighter_1_SUB,Fighter_2_SUB,Weight_Class,Method,Round,Time,Event Name,Date,Winner
"Boston, Massachusetts, USA",Sean O'Malley,Aljamain Sterling,1,0,25,17,0,0,0,0,Bantamweight,KO/TKO Punches,2,0:51,UFC 292,19-Aug-23,Sean O'Malley
"Boston, Massachusetts, USA",Zhang Weili,Amanda Lemos,1,0,163,24,6,0,0,2,Women's Strawweight,U-DEC,5,5:00,UFC 292,19-Aug-23,Zhang Weili
"Boston, Massachusetts, USA",Ian Garry,Neil Magny,0,0,91,27,2,0,0,0,Welterweight,U-DEC,3,5:00,UFC 292,19-Aug-23,Ian Garry
"Boston, Massachusetts, USA",Mario Bautista,Da'Mon Blackshear,0,0,79,90,2,4,1,0,Bantamweight,U-DEC,3,5:00,UFC 292,19-Aug-23,Mario Bautista
"Boston, Massachusetts, USA",Marlon Vera,Pedro Munhoz,0,0,141,113,0,0,0,0,Bantamweight,U-DEC,3,5:00,UFC 292,19-Aug-23,Marlon Vera
"Boston, Massachusetts, USA",Brad Tavares,Chris Weidman,0,0,70,37,0,0,0,0,Middleweight,U-DEC,3,5:00,UFC 292,19-Aug-23,Brad Tavares
"Boston, Massachusetts, USA",Gregory Rodrigues,Denis Tiuliulin,0,0,5,2,1,0,0,0,Middleweight,KO/TKO Elbows,1,1:43,UFC 292,19-Aug-23,Gregory Rodrigues
"Boston, Massachusetts, USA",Kurt Holobaugh,Austin Hubbard,0,0,61,44,0,2,2,0,Lightweight,SUB Triangle Choke,2,2:39,UFC 292,19-Aug-23,Kurt Holobaugh
"Boston, Massachusetts, USA",Brad Katona,Cody Gibson,0,0,160,164,0,0,0,0,Bantamweight,U-DEC,3,5:00,UFC 292,19-Aug-23,Brad Katona
"Boston, Massachusetts, USA",Andre Petroski,Gerald Meerschaert,1,0,57,76,2,1,0,0,Middleweight,S-DEC,3,5:00,UFC 292,19-Aug-23,Andre Petroski
"Boston, Massachusetts, USA",Natalia Silva,Andrea Lee,0,0,70,43,0,0,0,0,Women's Flyweight,U-DEC,3,5:00,UFC 292,19-Aug-23,Natalia Silva
"Boston, Massachusetts, USA",Karine Silva,Maryna Moroz,1,0,30,16,1,0,1,0,Women's Flyweight,SUB Guillotine Choke,1,4:59,UFC 292,19-Aug-23,Karine Silva
"Las Vegas, Nevada, USA",Vicente Luque,Rafael Dos Anjos,0,0,72,66,8,2,0,1,Welterweight,U-DEC,5,5:00,UFC Fight Night,12-Aug-23,Vicente Luque
"Las Vegas, Nevada, USA",Cub Swanson,Hakeem Dawodu,0,0,77,95,1,0,0,0,Featherweight,U-DEC,3,5:00,UFC Fight Night,12-Aug-23,Cub Swanson
"Las Vegas, Nevada, USA",Khalil Rountree Jr.,Chris Daukaus,1,0,16,8,0,0,0,0,Light Heavyweight,KO/TKO Punch,1,2:40,UFC Fight Night,12-Aug-23,Khalil Rountree Jr.
"Las Vegas, Nevada, USA",Iasmin Lucindo,Polyana Viana,0,0,10,10,2,1,1,0,Women's Strawweight,SUB Arm Triangle,2,3:42,UFC Fight Night,12-Aug-23,Iasmin Lucindo
"Las Vegas, Nevada, USA",AJ Dobson,Tafon Nchukwi,0,0,67,53,2,0,0,0,Middleweight,U-DEC,3,5:00,UFC Fight Night,12-Aug-23,AJ Dobson
"Las Vegas, Nevada, USA",Josh Fremd,Jamie Pickett,0,0,31,14,0,2,2,0,Middleweight,U-DEC,3,5:00,UFC Fight Night,12-Aug-23,Josh Fremd
"Las Vegas, Nevada, USA",Marcus McGhee,JP Buys,1,0,7,4,0,0,0,0,Bantamweight,KO/TKO Punch,1,2:19,UFC Fight Night,12-Aug-23,Marcus McGhee
"Las Vegas, Nevada, USA",Terrance McKinney,Mike Breeden,0,0,30,1,0,0,0,0,Lightweight,KO/TKO Punches,1,1:25,UFC Fight Night,12-Aug-23,Terrance McKinney
"Las Vegas, Nevada, USA",Isaac Dulgarian,Francis Marshall,0,0,35,2,1,0,0,0,Featherweight,KO/TKO Elbows,1,4:48,UFC Fight Night,12-Aug-23,Isaac Dulgarian
"Las Vegas, Nevada, USA",Martin Buday,Josh Parisian,0,0,42,26,1,0,1,0,Heavyweight,SUB Kimura,1,4:11,UFC Fight Night,12-Aug-23,Martin Buday
"Las Vegas, Nevada, USA",Jaqueline Amorim,Montserrat Conejo Ruiz,0,0,86,6,1,1,4,0,Women's Strawweight,KO/TKO Punches,3,3:41,UFC Fight Night,12-Aug-23,Jaqueline Amorim
"Las Vegas, Nevada, USA",Da'Mon Blackshear,Jose Johnson,0,0,18,8,2,0,1,0,Bantamweight,SUB Twister,1,3:47,UFC Fight Night,12-Aug-23,Da'Mon Blackshear
"Las Vegas, Nevada, USA",Luana Santos,Juliana Miller,0,0,63,24,0,0,0,0,Women's Flyweight,KO/TKO Punches,1,3:41,UFC Fight Night,12-Aug-23,Luana Santos
"Nashville, Tennessee, USA",Cory Sandhagen,Rob Font,0,0,34,9,7,1,1,0,Catch Weight,U-DEC,5,5:00,UFC Fight Night,5-Aug-23,Cory Sandhagen
"Nashville, Tennessee, USA",Tatiana Suarez,Jessica Andrade,0,0,23,11,3,0,1,0,Women's Strawweight,SUB Guillotine Choke,2,1:31,UFC Fight Night,5-Aug-23,Tatiana Suarez
"Nashville, Tennessee, USA",Dustin Jacoby,Kennedy Nzechukwu,1,0,10,4,0,0,0,0,Light Heavyweight,KO/TKO Punch,1,1:22,UFC Fight Night,5-Aug-23,Dustin Jacoby
"Nashville, Tennessee, USA",Diego Lopes,Gavin Tucker,0,0,0,0,0,1,3,0,Featherweight,SUB Triangle Armbar,1,1:38,UFC Fight Night,5-Aug-23,Diego Lopes
"Nashville, Tennessee, USA",Tanner Boser,Aleksa Camur,0,0,120,68,0,0,0,0,Light Heavyweight,U-DEC,3,5:00,UFC Fight Night,5-Aug-23,Tanner Boser
"Nashville, Tennessee, USA",Ludovit Klein,Ignacio Bahamondes,0,0,56,43,3,0,0,0,Lightweight,U-DEC,3,5:00,UFC Fight Night,5-Aug-23,Ludovit Klein
"Nashville, Tennessee, USA",Kyler Phillips,Raoni Barcelos,1,0,72,46,1,3,0,0,Bantamweight,U-DEC,3,5:00,UFC Fight Night,5-Aug-23,Kyler Phillips
"Nashville, Tennessee, USA",Carlston Harris,Jeremiah Wells,0,0,5,18,0,3,1,2,Welterweight,SUB Anaconda Choke,3,1:50,UFC Fight Night,5-Aug-23,Carlston Harris
"Nashville, Tennessee, USA",Billy Quarantillo,Damon Jackson,0,0,100,67,0,3,1,0,Featherweight,U-DEC,3,5:00,UFC Fight Night,5-Aug-23,Billy Quarantillo
"Nashville, Tennessee, USA",Cody Durden,Jake Hadley,0,0,38,26,4,0,1,3,Flyweight,U-DEC,3,5:00,UFC Fight Night,5-Aug-23,Cody Durden
"Nashville, Tennessee, USA",Sean Woodson,Dennis Buzukja,0,0,71,42,4,0,0,0,Featherweight,U-DEC,3,5:00,UFC Fight Night,5-Aug-23,Sean Woodson
"Nashville, Tennessee, USA",Assu Almabayev,Ode Osbourne,0,0,26,4,2,0,2,0,Flyweight,SUB Rear Naked Choke,2,3:11,UFC Fight Night,5-Aug-23,Assu Almabayev
"Salt Lake City, Utah, USA",Justin Gaethje,Dustin Poirier,1,0,41,27,0,0,0,0,Lightweight,KO/TKO Kick,2,1:00,UFC 291,29-Jul-23,Justin Gaethje
"Salt Lake City, Utah, USA",Alex Pereira,Jan Blachowicz,0,0,70,52,0,3,1,2,Light Heavyweight,S-DEC,3,5:00,UFC 291,29-Jul-23,Alex Pereira
"Salt Lake City, Utah, USA",Derrick Lewis,Marcos Rogerio de Lima,1,0,17,1,0,0,0,0,Heavyweight,KO/TKO Punches,1,0:33,UFC 291,29-Jul-23,Derrick Lewis
"Salt Lake City, Utah, USA",Bobby Green,Tony Ferguson,0,0,137,54,0,0,1,0,Lightweight,SUB Arm Triangle,3,4:54,UFC 291,29-Jul-23,Bobby Green
"Salt Lake City, Utah, USA",Kevin Holland,Michael Chiesa,0,0,9,4,0,0,1,0,Welterweight,SUB D'Arce Choke,1,2:39,UFC 291,29-Jul-23,Kevin Holland
"Salt Lake City, Utah, USA",Gabriel Bonfim,Trevin Giles,0,0,3,1,1,0,1,0,Welterweight,SUB Guillotine Choke,1,1:13,UFC 291,29-Jul-23,Gabriel Bonfim
"Salt Lake City, Utah, USA",CJ Vergara,Vinicius Salvador,0,0,109,88,0,0,0,0,Flyweight,U-DEC,3,5:00,UFC 291,29-Jul-23,CJ Vergara
"Salt Lake City, Utah, USA",Roman Kopylov,Claudio Ribeiro,1,0,32,32,0,0,0,0,Middleweight,KO/TKO Kick,2,0:33,UFC 291,29-Jul-23,Roman Kopylov
"Salt Lake City, Utah, USA",Jake Matthews,Darrius Flowers,0,0,60,36,0,1,1,0,Welterweight,SUB Rear Naked Choke,2,2:37,UFC 291,29-Jul-23,Jake Matthews
"Salt Lake City, Utah, USA",Uros Medic,Matthew Semelsberger,1,1,69,52,1,0,0,0,Welterweight,KO/TKO Spinning Back Elbow,3,2:36,UFC 291,29-Jul-23,Uros Medic
"Salt Lake City, Utah, USA",Miranda Maverick,Priscila Cachoeira,0,0,36,11,3,0,1,0,Women's Flyweight,SUB Armbar,3,2:11,UFC 291,29-Jul-23,Miranda Maverick
"London, England, United Kingdom",Tom Aspinall,Marcin Tybura,1,0,13,4,0,0,0,0,Heavyweight,KO/TKO Punch,1,1:13,UFC Fight Night,22-Jul-23,Tom Aspinall
"London, England, United Kingdom",Julija Stoliarenko,Molly McCann,0,0,9,6,1,0,1,0,Women's Flyweight,SUB Armbar,1,1:55,UFC Fight Night,22-Jul-23,Julija Stoliarenko
"London, England, United Kingdom",Nathaniel Wood,Andre Fili,1,1,84,58,1,0,0,0,Featherweight,U-DEC,3,5:00,UFC Fight Night,22-Jul-23,Nathaniel Wood
"London, England, United Kingdom",Paul Craig,Andre Muniz,0,0,40,24,2,2,1,0,Middleweight,KO/TKO Elbows,2,4:40,UFC Fight Night,22-Jul-23,Paul Craig
"London, England, United Kingdom",Fares Ziam,Jai Herbert,0,0,61,49,1,0,0,0,Lightweight,U-DEC,3,5:00,UFC Fight Night,22-Jul-23,Fares Ziam
"London, England, United Kingdom",Lerone Murphy,Josh Culibao,1,0,59,23,3,0,2,0,Featherweight,U-DEC,3,5:00,UFC Fight Night,22-Jul-23,Lerone Murphy
"London, England, United Kingdom",Daniel Marcos,Davey Grant,0,0,48,70,1,0,0,0,Bantamweight,S-DEC,3,5:00,UFC Fight Night,22-Jul-23,Daniel Marcos
"London, England, United Kingdom",Jonny Parsons,Danny Roberts,2,0,63,44,0,0,0,0,Welterweight,KO/TKO Punches,2,4:57,UFC Fight Night,22-Jul-23,Jonny Parsons
"London, England, United Kingdom",Joel Alvarez,Marc Diakiese,0,0,42,20,0,2,1,0,Lightweight,SUB D'Arce Choke,2,4:26,UFC Fight Night,22-Jul-23,Joel Alvarez
"London, England, United Kingdom",Mick Parkin,Jamal Pogues,0,0,95,36,0,0,0,0,Heavyweight,U-DEC,3,5:00,UFC Fight Night,22-Jul-23,Mick Parkin
"London, England, United Kingdom",Makhmud Muradov,Bryan Barberena,2,0,54,28,13,0,0,0,Middleweight,U-DEC,3,5:00,UFC Fight Night,22-Jul-23,Makhmud Muradov
"London, England, United Kingdom",Ketlen Vieira,Pannie Kianzad,0,0,15,22,3,0,3,0,Women's Bantamweight,U-DEC,3,5:00,UFC Fight Night,22-Jul-23,Ketlen Vieira
"London, England, United Kingdom",Chris Duncan,Yanal Ashmouz,0,0,85,35,2,0,0,0,Lightweight,U-DEC,3,5:00,UFC Fight Night,22-Jul-23,Chris Duncan
"London, England, United Kingdom",Bruna Brasil,Shauna Bannon,0,0,56,54,2,0,0,0,Women's Strawweight,U-DEC,3,5:00,UFC Fight Night,22-Jul-23,Bruna Brasil
"London, England, United Kingdom",Jafel Filho,Daniel Barez,0,1,21,18,1,0,1,0,Flyweight,SUB Arm Triangle,1,3:26,UFC Fight Night,22-Jul-23,Jafel Filho
"Las Vegas, Nevada, USA",Holly Holm,Mayra Bueno Silva,0,0,27,20,0,0,0,1,Women's Bantamweight,Overturned Guillotine Choke,2,0:38,UFC Fight Night,15-Jul-23,Holly Holm
"Las Vegas, Nevada, USA",Jack Della Maddalena,Bassil Hafez,0,0,83,32,1,3,0,0,Welterweight,S-DEC,3,5:00,UFC Fight Night,15-Jul-23,Jack Della Maddalena
"Las Vegas, Nevada, USA",Francisco Prado,Ottman Azaitar,1,0,38,14,0,0,0,0,Lightweight,KO/TKO Punches,1,4:05,UFC Fight Night,15-Jul-23,Francisco Prado
"Las Vegas, Nevada, USA",JunYong Park,Albert Duraev,1,0,50,31,0,1,3,0,Middleweight,SUB Rear Naked Choke,2,4:45,UFC Fight Night,15-Jul-23,JunYong Park
"Las Vegas, Nevada, USA",Norma Dumont,Chelsea Chandler,0,0,47,22,3,1,0,0,Women's Featherweight,U-DEC,3,5:00,UFC Fight Night,15-Jul-23,Norma Dumont
"Las Vegas, Nevada, USA",Nazim Sadykhov,Terrance McKinney,0,0,8,6,0,2,1,0,Lightweight,SUB Rear Naked Choke,2,1:07,UFC Fight Night,15-Jul-23,Nazim Sadykhov
"Las Vegas, Nevada, USA",Melsik Baghdasaryan,Tucker Lutz,0,0,64,36,0,3,0,0,Featherweight,U-DEC,3,5:00,UFC Fight Night,15-Jul-23,Melsik Baghdasaryan
"Las Vegas, Nevada, USA",Viktoriia Dudakova,Istela Nunes,0,0,3,2,1,0,0,0,Women's Strawweight,KO/TKO,1,0:34,UFC Fight Night,15-Jul-23,Viktoriia Dudakova
"Las Vegas, Nevada, USA",Melquizael Costa,Austin Lingo,0,0,100,39,3,0,1,0,Featherweight,U-DEC,3,5:00,UFC Fight Night,15-Jul-23,Melquizael Costa
"Las Vegas, Nevada, USA",Evan Elder,Genaro Valdez,1,1,96,64,1,0,1,0,Lightweight,U-DEC,3,5:00,UFC Fight Night,15-Jul-23,Evan Elder
"Las Vegas, Nevada, USA",Azat Maksum,Tyson Nam,0,0,46,81,2,0,0,0,Flyweight,S-DEC,3,5:00,UFC Fight Night,15-Jul-23,Azat Maksum
"Las Vegas, Nevada, USA",Alexander Munoz,Carl Deaton,1,0,44,37,3,0,0,0,Lightweight,U-DEC,3,5:00,UFC Fight Night,15-Jul-23,Alexander Munoz
"Las Vegas, Nevada, USA",Ailin Perez,Ashlee Evans-Smith,0,0,60,12,10,0,0,0,Women's Bantamweight,U-DEC,3,5:00,UFC Fight Night,15-Jul-23,Ailin Perez
"Las Vegas, Nevada, USA",Alexander Volkanovski,Yair Rodriguez,0,0,66,40,7,0,0,0,Featherweight,KO/TKO Punches,3,4:19,UFC 290,8-Jul-23,Alexander Volkanovski
"Las Vegas, Nevada, USA",Alexandre Pantoja,Brandon Moreno,1,0,129,147,6,2,0,0,Flyweight,S-DEC,5,5:00,UFC 290,8-Jul-23,Alexandre Pantoja
"Las Vegas, Nevada, USA",Dricus Du Plessis,Robert Whittaker,1,0,62,31,1,1,0,0,Middleweight,KO/TKO Punches,2,2:23,UFC 290,8-Jul-23,Dricus Du Plessis
"Las Vegas, Nevada, USA",Dan Hooker,Jalin Turner,1,0,125,100,0,1,1,0,Lightweight,S-DEC,3,5:00,UFC 290,8-Jul-23,Dan Hooker
"Las Vegas, Nevada, USA",Bo Nickal,Val Woodburn,1,0,7,2,0,0,0,0,Middleweight,KO/TKO Punches,1,0:38,UFC 290,8-Jul-23,Bo Nickal
"Las Vegas, Nevada, USA",Robbie Lawler,Niko Price,1,0,8,2,0,0,0,0,Welterweight,KO/TKO Punches,1,0:38,UFC 290,8-Jul-23,Robbie Lawler
"Las Vegas, Nevada, USA",Tatsuro Taira,Edgar Chairez,0,1,61,25,2,0,1,2,Catch Weight,U-DEC,3,5:00,UFC 290,8-Jul-23,Tatsuro Taira
"Las Vegas, Nevada, USA",Denise Gomes,Yazmin Jauregui,1,0,17,0,0,0,0,0,Women's Strawweight,KO/TKO Punches,1,0:20,UFC 290,8-Jul-23,Denise Gomes
"Las Vegas, Nevada, USA",Alonzo Menifield,Jimmy Crute,0,0,21,26,0,1,1,0,Light Heavyweight,SUB Guillotine Choke,2,1:55,UFC 290,8-Jul-23,Alonzo Menifield
"Las Vegas, Nevada, USA",Vitor Petrino,Marcin Prachnio,0,0,44,55,4,0,2,0,Light Heavyweight,SUB Arm Triangle,3,3:42,UFC 290,8-Jul-23,Vitor Petrino
"Las Vegas, Nevada, USA",Cameron Saaiman,Terrence Mitchell,0,0,18,3,2,1,1,0,Bantamweight,KO/TKO Punches,1,3:10,UFC 290,8-Jul-23,Cameron Saaiman
"Las Vegas, Nevada, USA",Jesus Aguilar,Shannon Ross,1,0,2,2,0,0,0,0,Flyweight,KO/TKO Punch,1,0:17,UFC 290,8-Jul-23,Jesus Aguilar
"Las Vegas, Nevada, USA",Esteban Ribovics,Kamuela Kirk,0,0,115,56,2,3,0,1,Lightweight,U-DEC,3,5:00,UFC 290,8-Jul-23,Esteban Ribovics
"Las Vegas, Nevada, USA",Sean Strickland,Abus Magomedov,1,0,81,47,0,1,0,0,Middleweight,KO/TKO Punches,2,4:20,UFC Fight Night,1-Jul-23,Sean Strickland
"Las Vegas, Nevada, USA",Grant Dawson,Damir Ismagulov,0,0,30,13,3,0,1,0,Lightweight,U-DEC,3,5:00,UFC Fight Night,1-Jul-23,Grant Dawson
"Las Vegas, Nevada, USA",Michael Morales,Max Griffin,0,0,72,36,1,0,0,0,Welterweight,U-DEC,3,5:00,UFC Fight Night,1-Jul-23,Michael Morales
"Las Vegas, Nevada, USA",Ariane Lipski,Melissa Gatto,0,0,66,85,1,0,0,0,Women's Flyweight,S-DEC,3,5:00,UFC Fight Night,1-Jul-23,Ariane Lipski
"Las Vegas, Nevada, USA",Benoit Saint Denis,Ismael Bonfim,0,0,13,14,2,0,2,0,Lightweight,SUB Rear Naked Choke,1,4:48,UFC Fight Night,1-Jul-23,Benoit Saint Denis
"Las Vegas, Nevada, USA",Nursulton Ruziboev,Brunno Ferreira,0,0,6,3,1,0,0,0,Middleweight,KO/TKO Punches,1,1:17,UFC Fight Night,1-Jul-23,Nursulton Ruziboev
"Las Vegas, Nevada, USA",Rinat Fakhretdinov,Kevin Lee,1,0,11,3,0,0,1,0,Welterweight,SUB Guillotine Choke,1,0:55,UFC Fight Night,1-Jul-23,Rinat Fakhretdinov
"Las Vegas, Nevada, USA",Joanderson Brito,Westin Wilson,0,0,22,4,1,0,0,2,Featherweight,KO/TKO Punches,1,2:54,UFC Fight Night,1-Jul-23,Joanderson Brito
"Las Vegas, Nevada, USA",Karol Rosa,Yana Santos,0,0,66,95,1,0,0,0,Women's Featherweight,S-DEC,3,5:00,UFC Fight Night,1-Jul-23,Karol Rosa
"Las Vegas, Nevada, USA",Elves Brener,Guram Kutateladze,1,0,65,85,2,1,0,0,Lightweight,KO/TKO Punch,3,3:17,UFC Fight Night,1-Jul-23,Elves Brener
"Las Vegas, Nevada, USA",Luana Carolina,Ivana Petrovic,0,0,41,22,1,2,0,2,Women's Flyweight,U-DEC,3,5:00,UFC Fight Night,1-Jul-23,Luana Carolina
"Las Vegas, Nevada, USA",Alexandr Romanov,Blagoy Ivanov,0,0,85,44,2,0,0,0,Heavyweight,U-DEC,3,5:00,UFC Fight Night,1-Jul-23,Alexandr Romanov
"Jacksonville, Florida, USA",Ilia Topuria,Josh Emmett,1,0,152,87,3,0,0,0,Featherweight,U-DEC,5,5:00,UFC Fight Night,24-Jun-23,Ilia Topuria
"Jacksonville, Florida, USA",Maycee Barber,Amanda Ribas,0,0,81,35,0,2,0,0,Women's Flyweight,KO/TKO Elbows,2,3:42,UFC Fight Night,24-Jun-23,Maycee Barber
"Jacksonville, Florida, USA",Austen Lane,Justin Tafa,0,0,3,0,0,0,0,0,Heavyweight,CNC,1,0:29,UFC Fight Night,24-Jun-23,Austen Lane
"Jacksonville, Florida, USA",David Onama,Gabriel Santos,1,0,53,39,0,2,0,2,Featherweight,KO/TKO Punch,2,4:13,UFC Fight Night,24-Jun-23,David Onama
"Jacksonville, Florida, USA",Brendan Allen,Bruno Silva,1,0,30,20,0,0,1,0,Middleweight,SUB Rear Naked Choke,1,4:39,UFC Fight Night,24-Jun-23,Brendan Allen
"Jacksonville, Florida, USA",Neil Magny,Phil Rowe,0,0,29,34,0,1,0,0,Welterweight,S-DEC,3,5:00,UFC Fight Night,24-Jun-23,Neil Magny
"Jacksonville, Florida, USA",Randy Brown,Wellington Turman,0,0,64,55,2,0,0,0,Welterweight,U-DEC,3,5:00,UFC Fight Night,24-Jun-23,Randy Brown
"Jacksonville, Florida, USA",Mateusz Rebecki,Loik Radzhabov,2,0,54,19,1,0,1,0,Lightweight,KO/TKO Punch,2,2:36,UFC Fight Night,24-Jun-23,Mateusz Rebecki
"Jacksonville, Florida, USA",Tabatha Ricci,Gillian Robertson,0,0,100,76,3,1,0,0,Women's Strawweight,U-DEC,3,5:00,UFC Fight Night,24-Jun-23,Tabatha Ricci
"Jacksonville, Florida, USA",Joshua Van,Zhalgas Zhumagulov,0,0,120,103,0,1,0,0,Flyweight,S-DEC,3,5:00,UFC Fight Night,24-Jun-23,Joshua Van
"Jacksonville, Florida, USA",Chepe Mariscal,Trevor Peek,0,0,71,51,4,0,1,0,Lightweight,U-DEC,3,5:00,UFC Fight Night,24-Jun-23,Chepe Mariscal
"Jacksonville, Florida, USA",Jack Jenkins,Jamall Emmers,0,0,59,57,1,1,0,0,Featherweight,S-DEC,3,5:00,UFC Fight Night,24-Jun-23,Jack Jenkins
"Jacksonville, Florida, USA",Sedriques Dumas,Cody Brundage,0,0,17,3,0,2,0,1,Middleweight,U-DEC,3,5:00,UFC Fight Night,24-Jun-23,Sedriques Dumas
"Las Vegas, Nevada, USA",Jared Cannonier,Marvin Vettori,0,0,241,153,4,1,0,0,Middleweight,U-DEC,5,5:00,UFC Fight Night,17-Jun-23,Jared Cannonier
"Las Vegas, Nevada, USA",Arman Tsarukyan,Joaquim Silva,0,0,80,23,4,0,0,0,Lightweight,KO/TKO Punches,3,3:25,UFC Fight Night,17-Jun-23,Arman Tsarukyan
"Las Vegas, Nevada, USA",Armen Petrosyan,Christian Leroy Duncan,0,0,89,59,1,0,0,0,Middleweight,U-DEC,3,5:00,UFC Fight Night,17-Jun-23,Armen Petrosyan
"Las Vegas, Nevada, USA",Pat Sabatini,Lucas Almeida,0,0,27,2,2,0,1,0,Featherweight,SUB Arm Triangle,2,1:48,UFC Fight Night,17-Jun-23,Pat Sabatini
"Las Vegas, Nevada, USA",Manuel Torres,Nikolas Motta,1,0,13,7,0,0,0,0,Lightweight,KO/TKO Elbow,1,1:50,UFC Fight Night,17-Jun-23,Manuel Torres
"Las Vegas, Nevada, USA",Nicolas Dalby,Muslim Salikhov,0,0,86,57,2,2,0,0,Welterweight,U-DEC,3,5:00,UFC Fight Night,17-Jun-23,Nicolas Dalby
"Las Vegas, Nevada, USA",Alessandro Costa,Jimmy Flick,1,0,65,14,0,0,0,0,Flyweight,KO/TKO Elbows,2,1:03,UFC Fight Night,17-Jun-23,Alessandro Costa
"Las Vegas, Nevada, USA",Kyung Ho Kang,Cristian Quinonez,1,0,22,13,1,0,1,0,Bantamweight,SUB Rear Naked Choke,1,2:25,UFC Fight Night,17-Jun-23,Kyung Ho Kang
"Las Vegas, Nevada, USA",Carlos Hernandez,Denys Bondar,0,0,102,76,2,2,0,0,Flyweight,U-DEC,3,4:59,UFC Fight Night,17-Jun-23,Carlos Hernandez
"Las Vegas, Nevada, USA",Tereza Bleda,Gabriella Fernandes,0,0,57,23,3,0,0,0,Women's Flyweight,U-DEC,3,5:00,UFC Fight Night,17-Jun-23,Tereza Bleda
"Las Vegas, Nevada, USA",Dan Argueta,Ronnie Lawrence,0,0,4,1,1,0,2,0,Bantamweight,Overturned,1,2:20,UFC Fight Night,17-Jun-23,Dan Argueta
"Las Vegas, Nevada, USA",Modestas Bukauskas,Zac Pauga,0,0,56,67,0,1,0,0,Light Heavyweight,U-DEC,3,5:00,UFC Fight Night,17-Jun-23,Modestas Bukauskas
"Vancouver, British Columbia, Canada",Amanda Nunes,Irene Aldana,0,0,142,41,6,0,0,0,Women's Bantamweight,U-DEC,5,5:00,UFC 289,10-Jun-23,Amanda Nunes
"Vancouver, British Columbia, Canada",Charles Oliveira,Beneil Dariush,1,0,26,12,0,0,0,0,Lightweight,KO/TKO Punches,1,4:10,UFC 289,10-Jun-23,Charles Oliveira
"Vancouver, British Columbia, Canada",Mike Malott,Adam Fugitt,1,0,19,9,2,0,1,0,Welterweight,SUB Guillotine Choke,2,1:06,UFC 289,10-Jun-23,Mike Malott
"Vancouver, British Columbia, Canada",Dan Ige,Nate Landwehr,1,0,88,74,0,0,0,0,Featherweight,U-DEC,3,5:00,UFC 289,10-Jun-23,Dan Ige
"Vancouver, British Columbia, Canada",Marc-Andre Barriault,Eryk Anders,1,0,95,83,0,1,0,0,Middleweight,U-DEC,3,5:00,UFC 289,10-Jun-23,Marc-Andre Barriault
"Vancouver, British Columbia, Canada",Nassourdine Imavov,Chris Curtis,0,0,57,26,3,0,1,0,Middleweight,CNC,2,3:04,UFC 289,10-Jun-23,Nassourdine Imavov
"Vancouver, British Columbia, Canada",Jasmine Jasudavicius,Miranda Maverick,0,0,67,63,1,0,0,0,Women's Flyweight,U-DEC,3,5:00,UFC 289,10-Jun-23,Jasmine Jasudavicius
"Vancouver, British Columbia, Canada",Aiemann Zahabi,Aoriqileng,1,0,5,5,0,0,0,0,Bantamweight,KO/TKO Punch,1,1:04,UFC 289,10-Jun-23,Aiemann Zahabi
"Vancouver, British Columbia, Canada",Kyle Nelson,Blake Bilder,0,0,59,45,0,0,0,0,Featherweight,U-DEC,3,5:00,UFC 289,10-Jun-23,Kyle Nelson
"Vancouver, British Columbia, Canada",Steve Erceg,David Dvorak,0,0,54,53,3,1,1,0,Flyweight,U-DEC,3,5:00,UFC 289,10-Jun-23,Steve Erceg
"Vancouver, British Columbia, Canada",Diana Belbita,Maria Oliveira,0,0,106,64,1,2,0,0,Women's Strawweight,U-DEC,3,5:00,UFC 289,10-Jun-23,Diana Belbita
"Las Vegas, Nevada, USA",Amir Albazi,Kai Kara-France,0,0,43,99,1,2,1,0,Flyweight,S-DEC,5,5:00,UFC Fight Night,3-Jun-23,Amir Albazi
"Las Vegas, Nevada, USA",Alex Caceres,Daniel Pineda,0,0,60,27,1,3,0,1,Featherweight,U-DEC,3,5:00,UFC Fight Night,3-Jun-23,Alex Caceres
"Las Vegas, Nevada, USA",Jim Miller,Jesse Butler,1,0,3,1,0,0,0,0,Lightweight,KO/TKO Punch,1,0:23,UFC Fight Night,3-Jun-23,Jim Miller
"Las Vegas, Nevada, USA",Tim Elliott,Victor Altamirano,0,0,28,19,6,1,0,0,Flyweight,U-DEC,3,5:00,UFC Fight Night,3-Jun-23,Tim Elliott
"Las Vegas, Nevada, USA",Karine Silva,Ketlen Souza,0,0,3,0,1,0,1,0,Women's Flyweight,SUB Other - Lock,1,1:45,UFC Fight Night,3-Jun-23,Karine Silva
"Las Vegas, Nevada, USA",Elizeu Zaleski dos Santos,Abubakar Nurmagomedov,0,0,42,29,0,1,0,0,Welterweight,S-DEC,3,5:00,UFC Fight Night,3-Jun-23,Elizeu Zaleski dos Santos
"Las Vegas, Nevada, USA",Daniel Santos,Johnny Munoz,0,0,50,18,3,1,0,1,Bantamweight,U-DEC,3,5:00,UFC Fight Night,3-Jun-23,Daniel Santos
